"Date","winner","loser"
2020-04-08,"In The Lab","Trivium"
2020-04-08,"Serac","Thunder Logic"
2020-04-08,"ETHEREAL","Faint"
2020-04-08,"Astralis","FaZe"
2020-04-08,"Spirit","SMASH"
2020-04-09,"Sprout","Japaleno"
2020-04-09,"Casa de Papel","KINGZZZ"
2020-04-09,"MAD Lions","FunPlus Phoenix"
2020-04-09,"fnatic","Natus Vincere"
2020-04-09,"FaZe","OG"
2020-04-09,"Sprout","Movistar Riders"
2020-04-09,"Astralis","mousesports"
2020-04-09,"Nordavind","SMASH"
2020-04-09,"North","Japaleno"
2020-04-09,"SKADE","Endpoint"
2020-04-09,"Heretics","Syman"
2020-04-09,"Heretics","Gambit Youngsters"
2020-04-09,"North","Sprout"
2020-04-09,"VERTEX","i sleep"
2020-04-09,"Japaleno","Movistar Riders"
2020-04-09,"Trivium","Serac"
2020-04-09,"blood, sweat, and tears","Faint"
2020-04-09,"Thunder Logic","In The Lab"
2020-04-09,"AA","Rebel"
2020-04-09,"Infinity","Serac"
2020-04-09,"Oceanus","In The Lab"
2020-04-09,"New England Whalers","blood, sweat, and tears"
2020-04-09,"ETHEREAL","AA"
2020-04-09,"Astralis","OG"
2020-04-10,"HAVU","Chaos"
2020-04-10,"Virtus.pro","Nordavind"
2020-04-10,"NAVI Junior","Hard Legion"
2020-04-10,"Winstrike","Secret"
2020-04-10,"forZe","Gambit Youngsters"
2020-04-10,"Sprout","Japaleno"
2020-04-10,"forZe","Nordavind"
2020-04-10,"Gambit Youngsters","Virtus.pro"
2020-04-10,"blood, sweat, and tears","Thunder Logic"
2020-04-10,"Trivium","AA"
2020-04-10,"Cloud9","Gen.G"
2020-04-10,"FURIA","MIBR"
2020-04-11,"Orgless","Chaos"
2020-04-11,"mousesports","Astralis"
2020-04-11,"Gen.G","FunPlus Phoenix"
2020-04-11,"North","Endpoint"
2020-04-11,"Nemiga","pro100"
2020-04-11,"Heretics","NAVI Junior"
2020-04-11,"Sprout","SKADE"
2020-04-11,"Nordavind","AGO"
2020-04-11,"Movistar Riders","Syman"
2020-04-11,"BIG","Virtus.pro"
2020-04-11,"Syman","Nordavind"
2020-04-11,"MIBR","Orgless"
2020-04-11,"Liquid","Evil Geniuses"
2020-04-11,"Virtus.pro","Gambit Youngsters"
2020-04-12,"fnatic","mousesports"
2020-04-12,"MAD Lions","Cloud9"
2020-04-12,"Prima","Apeks"
2020-04-12,"Spirit","North"
2020-04-12,"Illuminar","SMASH"
2020-04-12,"BIG","Sprout"
2020-04-12,"Heretics","Movistar Riders"
2020-04-12,"Hard Legion","Espada"
2020-04-12,"Evil Geniuses","FURIA"
2020-04-12,"Spirit","forZe"
2020-04-13,"FATE","ttc"
2020-04-13,"Apeks","TheDice"
2020-04-13,"Ambush","Reason"
2020-04-13,"Wisla Krakow","Prima"
2020-04-13,"Endpoint","Vexed"
2020-04-13,"Unique","OFFSET"
2020-04-13,"HAVU","Gen.G"
2020-04-13,"SKADE","FATE"
2020-04-13,"Ambush","Turkey5"
2020-04-13,"Salamander","ttc"
2020-04-13,"Vexed","Unique"
2020-04-13,"Wisla Krakow","TheDice"
2020-04-13,"Endpoint","OFFSET"
2020-04-13,"Sprout","Heretics"
2020-04-13,"BTRG","TIGER"
2020-04-13,"ZIGMA","BTRG"
2020-04-13,"Reason","Illuminar"
2020-04-13,"pro100","AGO"
2020-04-13,"Invictus","TIGER"
2020-04-13,"Liquid","Evil Geniuses"
2020-04-13,"MIBR","HAVU"
2020-04-13,"BIG","Spirit"
2020-04-14,"FATE","Prima"
2020-04-14,"Spirit","Syman"
2020-04-14,"SKADE","Ambush"
2020-04-14,"Wisla Krakow","Endpoint"
2020-04-14,"HAVU","Cloud9"
2020-04-14,"Apeks","Reason"
2020-04-14,"Salamander","Unique"
2020-04-14,"Prima","Turkey5"
2020-04-14,"FATE","Vexed"
2020-04-14,"Nordavind","Japaleno"
2020-04-14,"Spirit","Movistar Riders"
2020-04-14,"Virtus.pro","Syman"
2020-04-14,"Hard Legion","Nemiga"
2020-04-14,"Virtus.pro","Spirit"
2020-04-14,"Syman","Movistar Riders"
2020-04-14,"ZIGMA","Invictus"
2020-04-14,"Cloud9","Alma"
2020-04-14,"SKADE","Bravos"
2020-04-14,"FATE","Orgless"
2020-04-14,"Spirit","Salamander"
2020-04-14,"SKADE","Isurus"
2020-04-14,"Wisla Krakow","DETONA"
2020-04-15,"forZe","Sprout"
2020-04-15,"FATE","Ambush"
2020-04-15,"Endpoint","Apeks"
2020-04-15,"Sprout","Japaleno"
2020-04-15,"Nordavind","forZe"
2020-04-15,"Secret","Illuminar"
2020-04-15,"Invictus","ZIGMA"
2020-04-15,"Nordavind","Japaleno"
2020-04-15,"Gambit Youngsters","Endpoint"
2020-04-15,"forZe","Sprout"
2020-04-15,"Invictus","BTRG"
2020-04-15,"Apeks","Salamander"
2020-04-15,"MIBR","MAD Lions"
2020-04-16,"BIG","AGO"
2020-04-16,"sAw","trepunktnoll"
2020-04-16,"pro100","1WIN"
2020-04-16,"AGO","Singularity"
2020-04-16,"D13","JiJieHao"
2020-04-16,"SMASH","BIG"
2020-04-16,"Espada","SMASH"
2020-04-16,"Nemiga","1WIN"
2020-04-16,"BIG","Singularity"
2020-04-16,"Winstrike","SKADE"
2020-04-16,"SMASH","AGO"
2020-04-16,"Rooster","VERTEX"
2020-04-16,"Keyd","Soberano"
2020-04-16,"BIG","RED Canids"
2020-04-16,"sAw","W7M"
2020-04-17,"Copenhagen Flames","SKADE"
2020-04-17,"SKADE","Gambit Youngsters"
2020-04-17,"Imperial","paiN"
2020-04-17,"LDLC","Dignitas"
2020-04-17,"FATE","Espada"
2020-04-17,"AVEZ","sAw"
2020-04-17,"Spirit","AGF"
2020-04-17,"Beyond","JiJieHao"
2020-04-17,"Endpoint","Copenhagen Flames"
2020-04-17,"Ground Zero","Heartless"
2020-04-17,"ZIGMA","TIGER"
2020-04-17,"Rooster","i sleep"
2020-04-17,"JigadooD","w2c"
2020-04-17,"Endpoint","SKADE"
2020-04-17,"Copenhagen Flames","Gambit Youngsters"
2020-04-17,"Beyond","D13"
2020-04-17,"AVEZ","Movistar Riders"
2020-04-17,"AGF","Heretics"
2020-04-17,"LDLC","TRVPREMESLO"
2020-04-17,"FATE","Wisla Krakow"
2020-04-17,"Spirit","100PG"
2020-04-17,"Espada","Illuminar"
2020-04-17,"Dignitas","Syman"
2020-04-18,"MAD Lions","HAVU"
2020-04-18,"AVEZ","LDLC"
2020-04-18,"Virtus.pro","FATE"
2020-04-18,"Spirit","Virtus.pro"
2020-04-18,"GODSENT","AVEZ"
2020-04-18,"OG","FATE"
2020-04-18,"forZe","SMASH"
2020-04-18,"ZIGMA","Beyond"
2020-04-18,"BIG","Nordavind"
2020-04-18,"forZe","LDLC"
2020-04-18,"Chiefs","Rooster"
2020-04-18,"Copenhagen Flames","Spirit"
2020-04-18,"Lucid Dream","JigadooD"
2020-04-18,"AVANT","Ground Zero"
2020-04-18,"Monstars","PDHM"
2020-04-18,"NOORG","Asterius"
2020-04-18,"Recon 5","blood, sweat, and tears"
2020-04-18,"Triumph","ETHEREAL"
2020-04-18,"New England Whalers","Orion"
2020-04-19,"BIG","SMASH"
2020-04-19,"Ztayhome","Unique"
2020-04-19,"OG","AVEZ"
2020-04-19,"Neverest","SWS"
2020-04-19,"GODSENT","Spirit"
2020-04-19,"forZe","Virtus.pro"
2020-04-19,"SMASH","Syman"
2020-04-19,"Beyond","JigadooD"
2020-04-19,"BIG","Copenhagen Flames"
2020-04-19,"Rooster","Ground Zero"
2020-04-19,"Lucid Dream","ZIGMA"
2020-04-19,"AVANT","Chiefs"
2020-04-19,"Envy","Swole Patrol"
2020-04-19,"Triumph","New England Whalers"
2020-04-19,"Cloud9","Bad News Bears"
2020-04-19,"Recon 5","Monstars"
2020-04-19,"Bad News Bears","Triumph"
2020-04-19,"Envy","Recon 5"
2020-04-19,"Cloud9","New England Whalers"
2020-04-19,"Swole Patrol","Monstars"
2020-04-19,"GODSENT","forZe"
2020-04-19,"Spirit","OG"
2020-04-19,"Syman","Endpoint"
2020-04-20,"Spirit","forZe"
2020-04-20,"Heretics","SKADE"
2020-04-20,"Beyond","ZIGMA"
2020-04-20,"Chiefs","Rooster"
2020-04-20,"Gambit Youngsters","Nordavind"
2020-04-20,"NOORG","Neverest"
2020-04-20,"Bad News Bears","Swole Patrol"
2020-04-20,"Cloud9","Envy"
2020-04-20,"Neverest","Asterius"
2020-04-20,"Swole Patrol","Triumph"
2020-04-20,"Bad News Bears","Recon 5"
2020-04-20,"forZe","OG"
2020-04-20,"MAD Lions","MIBR"
2020-04-21,"Secret","Hard Legion"
2020-04-21,"Nemiga","Japaleno"
2020-04-21,"Bad News Bears","W7M"
2020-04-21,"Secret","Isurus"
2020-04-21,"Nemiga","Envy"
2020-04-21,"Bad News Bears","Bravos"
2020-04-21,"Secret","RED Canids"
2020-04-22,"NiP","Vitality"
2020-04-22,"BOOM","RED Canids"
2020-04-22,"Isurus","Imperial"
2020-04-22,"Astralis","Complexity"
2020-04-22,"ENCE","fnatic"
2020-04-22,"Endpoint","Illuminar"
2020-04-22,"Espada","pro100"
2020-04-23,"Isurus","RED Canids"
2020-04-23,"G2","GODSENT"
2020-04-23,"BOOM","Imperial"
2020-04-23,"Nordavind","SKADE"
2020-04-23,"Heretics","Dignitas"
2020-04-23,"FaZe","North"
2020-04-23,"Espada","Endpoint"
2020-04-23,"Triumph","Keyd"
2020-04-23,"Gen.G","DETONA"
2020-04-23,"Evil Geniuses","Soberano"
2020-04-23,"Isurus","Alma"
2020-04-23,"G2","Cloud9"
2020-04-23,"BOOM","100 Thieves"
2020-04-23,"Nordavind","Orgless"
2020-04-24,"BOOM","Isurus"
2020-04-24,"Imperial","RED Canids"
2020-04-24,"NiP","Dignitas"
2020-04-24,"Copenhagen Flames","c0ntact"
2020-04-24,"Movistar Riders","mousesports"
2020-04-24,"Nemiga","Hard Legion"
2020-04-24,"FURIA","Envy"
2020-04-24,"Liquid","Bad News Bears"
2020-04-24,"MIBR","Yeah"
2020-04-25,"Envy","Yeah"
2020-04-25,"Isurus","Imperial"
2020-04-25,"Vitality","Complexity"
2020-04-25,"fnatic","Astralis"
2020-04-25,"Cloud9","Orgless"
2020-04-25,"9z","DETONA Pound"
2020-04-25,"100 Thieves","Evil Geniuses"
2020-04-25,"Gen.G","Triumph"
2020-04-26,"Movistar Riders","c0ntact"
2020-04-26,"FaZe","G2"
2020-04-26,"Nexus","LF Org"
2020-04-26,"North","mousesports"
2020-04-26,"Heretics","ENCE"
2020-04-26,"Liquid","MIBR"
2020-04-26,"FURIA","Bad News Bears"
2020-04-27,"AA","ETHEREAL"
2020-04-27,"Thunder Logic","Keep the Comms Up"
2020-04-27,"BOOM","Isurus"
2020-04-28,"Heretics","Complexity"
2020-04-28,"FaZe","Movistar Riders"
2020-04-28,"Astralis","Vitality"
2020-04-28,"KOVA","Veto"
2020-04-28,"Dignitas","fnatic"
2020-04-28,"NiP","ENCE"
2020-04-28,"Endpoint","Unicorns of Love"
2020-04-28,"GODSENT","Copenhagen Flames"
2020-04-28,"Nemiga","Wisla Krakow"
2020-04-28,"Triumph","Orgless"
2020-04-28,"100 Thieves","Orgless"
2020-04-28,"Gen.G","Orgless"
2020-04-28,"really weird","Rooster"
2020-04-28,"Chiefs","Mako"
2020-04-28,"AA","Thunder Logic"
2020-04-28,"W7M","DETONA"
2020-04-28,"Heretics","Alma"
2020-04-28,"FaZe","Keyd"
2020-04-29,"Envy","Liquid"
2020-04-29,"PACT","Brute"
2020-04-29,"fnatic","Heretics"
2020-04-29,"Complexity","ENCE"
2020-04-29,"Vitality","Dignitas"
2020-04-29,"SKADE","Endpoint"
2020-04-29,"Nemiga","mens"
2020-04-29,"mousesports","c0ntact"
2020-04-29,"G2","Copenhagen Flames"
2020-04-29,"GODSENT","North"
2020-04-29,"Bantz","PC419"
2020-04-29,"Overt","Forbidden"
2020-04-29,"Incept","iwis"
2020-04-29,"ORDER","Bantz"
2020-04-29,"ORDER","Chiefs"
2020-04-29,"Keep the Comms Up","Thunder Logic"
2020-04-29,"Infinity","Secret Club"
2020-04-29,"Warriors International","Oceanus"
2020-04-29,"New England Whalers","Mythic"
2020-04-29,"AA","Big Frames"
2020-04-29,"Keep the Comms Up","ETHEREAL"
2020-04-29,"100 Thieves","Triumph"
2020-04-29,"Cloud9","Evil Geniuses"
2020-04-30,"Astralis","NiP"
2020-04-30,"Copenhagen Flames","North"
2020-04-30,"G2","Movistar Riders"
2020-04-30,"ENCE","Apeks"
2020-04-30,"ALTERNATE aTTaX","FATE"
2020-04-30,"ALTERNATE aTTaX","mens"
2020-04-30,"Dignitas","GODSENT"
2020-04-30,"Unicorns of Love","PACT"
2020-04-30,"Apeks","GODSENT"
2020-04-30,"Spirit","Gambit Youngsters"
2020-04-30,"Nemiga","forZe"
2020-04-30,"Winstrike","Unique"
2020-04-30,"ENCE","Dignitas"
2020-04-30,"ENCE","GODSENT"
2020-04-30,"Paradox","FURY"
2020-04-30,"TRUCKERS WITH ATTITUDE","PC419"
2020-04-30,"AVANT","Overt"
2020-04-30,"Incept","FURY"
2020-04-30,"Rooster","Ground Zero"
2020-04-30,"Control","TRUCKERS WITH ATTITUDE"
2020-04-30,"Dignitas","Apeks"
2020-04-30,"AVANT","Ground Zero"
2020-04-30,"Recon 5","Infinity"
2020-04-30,"Polar Ace","Buffdaddy's Paypal"
2020-04-30,"RED Canids","Soberano"
2020-04-30,"Keep the Comms Up","District 7"
2020-04-30,"Oceanus","Isurus"
2020-04-30,"FURIA","Bravos"
2020-04-30,"Mythic","Polar Ace"
2020-04-30,"MIBR","Yeah"
2020-04-30,"Astralis","Buffdaddy's Paypal"
2020-04-30,"Copenhagen Flames","Bad News Bears"
2020-05-01,"GODSENT","c0ntact"
2020-05-01,"ENCE","Dignitas"
2020-05-01,"FaZe","mousesports"
2020-05-01,"Heroic","KOVA"
2020-05-01,"North","Nordavind"
2020-05-01,"Hard Legion","Syman"
2020-05-01,"pro100","Virtus.pro"
2020-05-01,"Natus Vincere","Espada"
2020-05-01,"KOVA","North"
2020-05-01,"Heroic","Nordavind"
2020-05-01,"Heroic","North"
2020-05-01,"KOVA","Nordavind"
2020-05-01,"AA","Keep the Comms Up"
2020-05-01,"Swedish Canadians","Secret Club"
2020-05-01,"Secret Club","Way 2 French"
2020-05-01,"TeamOne","blood, sweat, and tears"
2020-05-01,"Big Frames","Levitate"
2020-05-01,"Polar Ace","Warriors International"
2020-05-01,"Cloud9","Gen.G"
2020-05-01,"Evil Geniuses","Triumph"
2020-05-02,"Red Instinct","Casa de Papel"
2020-05-02,"Vitality","fnatic"
2020-05-02,"NiP","Complexity"
2020-05-02,"ENCE","Apeks"
2020-05-02,"Astralis","Heretics"
2020-05-02,"Winstrike","Nemiga"
2020-05-02,"Apeks","KOVA"
2020-05-02,"Spirit","forZe"
2020-05-02,"Gambit Youngsters","Unique"
2020-05-02,"MIBR","Envy"
2020-05-02,"Bad News Bears","Yeah"
2020-05-02,"FURIA","Liquid"
2020-05-03,"Liquid","Yeah"
2020-05-03,"Dignitas","Heroic"
2020-05-03,"Gambit Youngsters","Espada"
2020-05-03,"mousesports","G2"
2020-05-03,"Copenhagen Flames","Movistar Riders"
2020-05-03,"Syman","Espada"
2020-05-03,"Dignitas","North"
2020-05-03,"Virtus.pro","Natus Vincere"
2020-05-03,"pro100","Hard Legion"
2020-05-03,"Winstrike","Nemiga"
2020-05-03,"Gen.G","Evil Geniuses"
2020-05-03,"100 Thieves","Cloud9"
2020-05-04,"Endpoint","ALTERNATE aTTaX"
2020-05-04,"Endpoint","Tricked"
2020-05-04,"ALTERNATE aTTaX","Salamander"
2020-05-04,"Gambit Youngsters","forZe"
2020-05-04,"Endpoint","Salamander"
2020-05-04,"ALTERNATE aTTaX","Tricked"
2020-05-04,"Nordavind","Sprout"
2020-05-04,"Secret","Heretics"
2020-05-04,"Ground Zero","Mako"
2020-05-04,"Chiefs","Forbidden"
2020-05-04,"Paradox","Control"
2020-05-04,"Chiefs","Incept"
2020-05-04,"Envy","Bad News Bears"
2020-05-04,"FURIA","MIBR"
2020-05-05,"Apeks","Virtus.pro"
2020-05-05,"Nordavind","AGO"
2020-05-05,"North","c0ntact"
2020-05-05,"HAVU","Giants"
2020-05-05,"AGO","Giants"
2020-05-05,"SKADE","Singularity"
2020-05-05,"FaZe","GODSENT"
2020-05-05,"HAVU","Nordavind"
2020-05-05,"Wisla Krakow","SKADE"
2020-05-05,"Apeks","AVEZ"
2020-05-05,"Nemiga","Gambit Youngsters"
2020-05-05,"Nordavind","Giants"
2020-05-05,"forZe","Winstrike"
2020-05-05,"HAVU","AGO"
2020-05-05,"Spirit","Unique"
2020-05-05,"Sprout","Virtus.pro"
2020-05-05,"Ground Zero","Control"
2020-05-05,"Skyfire","really weird"
2020-05-05,"Rooster","Overt"
2020-05-05,"Sprout","AVEZ"
2020-05-05,"Skyfire","Mako"
2020-05-05,"Virtus.pro","Apeks"
2020-05-05,"Bantz","Control"
2020-05-05,"W7M","Keyd"
2020-05-05,"Salamander","Bravos"
2020-05-05,"Apeks","DETONA"
2020-05-05,"Nordavind","Tricked"
2020-05-06,"AGO","forZe"
2020-05-06,"Movistar Riders","Apeks"
2020-05-06,"Japaleno","Apeks"
2020-05-06,"HellRaisers","Wisla Krakow"
2020-05-06,"fnatic","Complexity"
2020-05-06,"Movistar Riders","FATE"
2020-05-06,"ENCE","Vitality"
2020-05-06,"Endpoint","HellRaisers"
2020-05-06,"Singularity","Unicorns of Love"
2020-05-06,"Nordavind","ALTERNATE aTTaX"
2020-05-06,"NiP","Heretics"
2020-05-06,"FATE","Apeks"
2020-05-06,"Nordavind","mens"
2020-05-06,"forZe","Mustang Crew"
2020-05-06,"Movistar Riders","Japaleno"
2020-05-06,"Natus Vincere","pro100"
2020-05-06,"Espada","Hard Legion"
2020-05-06,"Virtus.pro","Syman"
2020-05-06,"Nordavind","GODSENT"
2020-05-06,"Salamander","AGO"
2020-05-06,"PC419","Skyfire"
2020-05-06,"TYLOO","Mazaalai"
2020-05-06,"Heroic","Secret"
2020-05-06,"Overt","really weird"
2020-05-06,"Camel Riders","D13"
2020-05-06,"AGO","Mustang Crew"
2020-05-06,"Rooster","Mako"
2020-05-06,"Salamander","forZe"
2020-05-06,"TIGER","Beyond"
2020-05-06,"ViCi","Lucid Dream"
2020-05-06,"Renegades","ORDER"
2020-05-06,"Chiefs","Ground Zero"
2020-05-06,"Levitate","TeamOne"
2020-05-06,"Secret Club","Polar Ace"
2020-05-06,"Big Frames","Infinity"
2020-05-06,"Chaos","Big Frames"
2020-05-06,"Swedish Canadians","Oceanus"
2020-05-06,"Mythic","AA"
2020-05-06,"Astralis","Dignitas"
2020-05-07,"AVEZ","Secret"
2020-05-07,"Heretics","sAw"
2020-05-07,"Complexity","Nordavind"
2020-05-07,"KOVA","SJ"
2020-05-07,"sAw","AVEZ"
2020-05-07,"SMASH","Nordavind"
2020-05-07,"North","Movistar Riders"
2020-05-07,"G2","c0ntact"
2020-05-07,"Heretics","Secret"
2020-05-07,"SKADE","GamerLegion"
2020-05-07,"Secret","sAw"
2020-05-07,"Heretics","AVEZ"
2020-05-07,"Spirit","Nemiga"
2020-05-07,"Winstrike","Gambit Youngsters"
2020-05-07,"forZe","Unique"
2020-05-07,"Complexity","FATE"
2020-05-07,"Heroic","Nordavind"
2020-05-07,"Bantz","Paradox"
2020-05-07,"Forbidden","PC419"
2020-05-07,"TRUCKERS WITH ATTITUDE","Incept"
2020-05-07,"D13","Mazaalai"
2020-05-07,"TYLOO","Camel Riders"
2020-05-07,"SMASH","Complexity"
2020-05-07,"Bantz","FURY"
2020-05-07,"TRUCKERS WITH ATTITUDE","Skyfire"
2020-05-07,"Nordavind","FATE"
2020-05-07,"ViCi","TIGER"
2020-05-07,"Lucid Dream","Beyond"
2020-05-07,"ORDER","Chiefs"
2020-05-07,"Renegades","Ground Zero"
2020-05-07,"Polar Ace","Infinity"
2020-05-07,"Swedish Canadians","Chaos"
2020-05-07,"RED Canids","Alma"
2020-05-07,"Swedish Canadians","Big Frames"
2020-05-07,"AA","Buffdaddy's Paypal"
2020-05-07,"Chaos","Mythic"
2020-05-07,"TeamOne","Buffdaddy's Paypal"
2020-05-07,"Levitate","Way 2 French"
2020-05-07,"Cloud9","Envy"
2020-05-07,"Japaleno","Isurus"
2020-05-07,"forZe","Soberano"
2020-05-07,"Complexity","FATE"
2020-05-08,"Endpoint","Secret"
2020-05-08,"FaZe","Copenhagen Flames"
2020-05-08,"GODSENT","mousesports"
2020-05-08,"Endpoint","SKADE"
2020-05-08,"Hard Legion","Virtus.pro"
2020-05-08,"Syman","Natus Vincere"
2020-05-08,"Espada","pro100"
2020-05-08,"BIG","Secret"
2020-05-08,"Mazaalai","Camel Riders"
2020-05-08,"D13","TYLOO"
2020-05-08,"BIG","Endpoint"
2020-05-08,"Secret","SKADE"
2020-05-08,"TIGER","Lucid Dream"
2020-05-08,"ViCi","Beyond"
2020-05-08,"Renegades","Chiefs"
2020-05-08,"ORDER","Ground Zero"
2020-05-08,"Chaos","Warriors International"
2020-05-08,"Swedish Canadians","blood, sweat, and tears"
2020-05-08,"AA","Keep the Comms Up"
2020-05-08,"New England Whalers","Way 2 French"
2020-05-08,"Oceanus","Levitate"
2020-05-08,"Mythic","TeamOne"
2020-05-08,"Elites","HSL"
2020-05-08,"Liquid","100 Thieves"
2020-05-09,"Astralis","ENCE"
2020-05-09,"NiP","fnatic"
2020-05-09,"Complexity","Dignitas"
2020-05-09,"Endpoint","Sprout"
2020-05-09,"Vitality","Heretics"
2020-05-09,"Apeks","Riddle"
2020-05-09,"Gambit Youngsters","forZe"
2020-05-09,"SMASH","AGO"
2020-05-09,"Nemiga","Unique"
2020-05-09,"Riddle","Bifrost"
2020-05-09,"Spirit","Winstrike"
2020-05-09,"BIG","Apeks"
2020-05-09,"Endpoint","CeX"
2020-05-09,"TYLOO","ViCi"
2020-05-09,"Apeks","Nordavind NO"
2020-05-09,"Complexity","Salamander"
2020-05-09,"TIGER","D13"
2020-05-09,"ORDER","Chiefs"
2020-05-09,"Gen.G","Cloud9"
2020-05-10,"Under 21","Polar Ace"
2020-05-10,"mousesports","Copenhagen Flames"
2020-05-10,"New England Whalers","Big Frames"
2020-05-10,"North","G2"
2020-05-10,"Movistar Riders","GODSENT"
2020-05-10,"FaZe","c0ntact"
2020-05-10,"BIG","SMASH"
2020-05-10,"PACT","Pompa"
2020-05-10,"Syman","pro100"
2020-05-10,"Hard Legion","Natus Vincere"
2020-05-10,"Pompa","AVEZ"
2020-05-10,"Virtus.pro","Espada"
2020-05-10,"Complexity","Endpoint"
2020-05-10,"TIGER","TYLOO"
2020-05-10,"PACT","Illuminar"
2020-05-10,"Renegades","ORDER"
2020-05-10,"Rooster","Paradox"
2020-05-10,"Paradox","Overt"
2020-05-10,"Rooster","Paradox"
2020-05-10,"Envy","100 Thieves"
2020-05-10,"FURIA","Liquid"
2020-05-11,"ALTERNATE aTTaX","Endpoint"
2020-05-11,"Endpoint","Tricked"
2020-05-11,"AVEZ","Secret"
2020-05-11,"ALTERNATE aTTaX","Salamander"
2020-05-11,"NAVI 2010","CIS Streamers"
2020-05-11,"Endpoint","Salamander"
2020-05-11,"Gambit Youngsters","BIG"
2020-05-11,"AVEZ","Singularity"
2020-05-11,"ALTERNATE aTTaX","Tricked"
2020-05-11,"Secret","KOVA"
2020-05-11,"Singularity","FATE"
2020-05-11,"KOVA","LDLC"
2020-05-11,"BIG","Winstrike"
2020-05-11,"Secret","HellRaisers"
2020-05-11,"AVEZ","Mustang Crew"
2020-05-11,"Swedish Canadians","Under 21"
2020-05-11,"Swedish Canadians","New England Whalers"
2020-05-11,"Under 21","Recon 5"
2020-05-11,"Gen.G","FURIA"
2020-05-11,"Complexity","BIG"
2020-05-11,"Cloud9","Liquid"
2020-05-11,"Swedish Canadians","Morning Light"
2020-05-11,"Recon 5","Yeah"
2020-05-12,"Giants","HAVU"
2020-05-12,"ENCE","Copenhagen Flames"
2020-05-12,"Heretics","North"
2020-05-12,"Giants","AGO"
2020-05-12,"NAVI Junior","LDLC"
2020-05-12,"Nordavind","HAVU"
2020-05-12,"Ambush","ALTERNATE aTTaX"
2020-05-12,"Nemiga","Singularity"
2020-05-12,"Nordavind","Giants"
2020-05-12,"PACT","HellRaisers"
2020-05-12,"Movistar Riders","fnatic"
2020-05-12,"Endpoint","Sprout"
2020-05-12,"Vitality","GODSENT"
2020-05-12,"HAVU","AGO"
2020-05-12,"Nordavind","GamerLegion"
2020-05-12,"PACT","mens"
2020-05-12,"HellRaisers","Nordavind"
2020-05-12,"Espada","Pompa"
2020-05-12,"Hard Legion","Salamander"
2020-05-12,"Salamander","Ambush"
2020-05-12,"Hard Legion","ALTERNATE aTTaX"
2020-05-12,"Salamander","Tricked"
2020-05-13,"Complexity","Sinners"
2020-05-13,"Movistar Riders","Apeks"
2020-05-13,"PACT","Singularity"
2020-05-13,"FaZe","NiP"
2020-05-13,"PACT","SKADE"
2020-05-13,"Japaleno","Apeks"
2020-05-13,"Complexity","Espada"
2020-05-13,"FATE","Movistar Riders"
2020-05-13,"Sprout","SKADE"
2020-05-13,"FATE","Apeks"
2020-05-13,"Wisla Krakow","Unicorns of Love"
2020-05-13,"Japaleno","Movistar Riders"
2020-05-13,"Secret","Sinners"
2020-05-13,"Virtus.pro","Nemiga"
2020-05-13,"Skyfire","Overt"
2020-05-13,"Sinners","Complexity"
2020-05-13,"really weird","FURY"
2020-05-13,"Mako","PC419"
2020-05-13,"really weird","Forbidden"
2020-05-13,"Secret","Espada"
2020-05-13,"Warriors International","Infinity"
2020-05-13,"Recon 5","Swedish Canadians"
2020-05-13,"Mythic","Keep the Comms Up"
2020-05-13,"Oceanus","Secret Club"
2020-05-13,"Polar Ace","blood, sweat, and tears"
2020-05-13,"Chaos","AA"
2020-05-13,"Nordavind","AGO"
2020-05-13,"Salamander","Ambush"
2020-05-14,"AVEZ","Secret"
2020-05-14,"Espada","NAVI Junior"
2020-05-14,"AVEZ","sAw"
2020-05-14,"Vitality","NiP"
2020-05-14,"SMASH","KOVA"
2020-05-14,"Secret","sAw"
2020-05-14,"PACT","ALTERNATE aTTaX"
2020-05-14,"FATE","Movistar Riders"
2020-05-14,"Heretics","Secret"
2020-05-14,"AGO","HellRaisers"
2020-05-14,"Sprout","Movistar Riders"
2020-05-14,"Heretics","AVEZ"
2020-05-14,"ALTERNATE aTTaX","Unicorns of Love"
2020-05-14,"Endpoint","SKADE"
2020-05-14,"LDLC","Pompa"
2020-05-14,"AGO","GamerLegion"
2020-05-14,"Heretics","sAw"
2020-05-14,"Winstrike","Syman"
2020-05-14,"Ground Zero","TRUCKERS WITH ATTITUDE"
2020-05-14,"Ground Zero","Incept"
2020-05-14,"ORDER","PC419"
2020-05-14,"AVANT","Control"
2020-05-14,"Endpoint","KOVA"
2020-05-14,"ORDER","Paradox"
2020-05-14,"TRUCKERS WITH ATTITUDE","Forbidden"
2020-05-14,"SKADE","SMASH"
2020-05-14,"ORDER","AVANT"
2020-05-14,"Incept","Control"
2020-05-14,"Recon 5","Warriors International"
2020-05-14,"Infinity","Buffdaddy's Paypal"
2020-05-14,"TeamOne","Polar Ace"
2020-05-14,"Recon 5","Secret Club"
2020-05-14,"Mythic","Infinity"
2020-05-14,"Big Frames","Way 2 French"
2020-05-14,"Levitate","AA"
2020-05-14,"New England Whalers","Buffdaddy's Paypal"
2020-05-14,"FATE","Japaleno"
2020-05-14,"Astralis","G2"
2020-05-15,"Gambit Youngsters","Copenhagen Flames"
2020-05-15,"Astralis","FaZe"
2020-05-15,"G2","Vitality"
