"Date","winner","loser"
"Results for January 12th 2020","Yeah","DETONA"
"Results for January 12th 2020","paiN","Redemption POA"
"Results for January 12th 2020","MeAndTheBoys","Unique"
"Results for January 12th 2020","Gen.G","INTZ"
"Results for January 12th 2020","TeamOne","Imperial"
"Results for January 12th 2020","eUnited","Chaos"
"Results for January 12th 2020","Cloud9","Triumph"
"Results for January 12th 2020","Complexity","Singularity"
"Results for January 12th 2020","Heroic","Gambit Youngsters"
"Results for January 12th 2020","MAD Lions","Defusekids"
"Results for January 12th 2020","Gambit Youngsters","Heretics"
"Results for January 12th 2020","Defusekids","CR4ZY"
"Results for January 12th 2020","MAD Lions","SKADE"
"Results for January 12th 2020","Heroic","Secret"
"Results for January 12th 2020","Bren","MiTH.Maple"
"Results for January 12th 2020","BOOM","GTV.Revolution"
"Results for January 12th 2020","MiTH.Maple","GTV.Revolution"
"Results for January 12th 2020","Bren","BOOM"
"Results for January 12th 2020","Supremacy","Infamous"
"Results for January 12th 2020","Infamous","Loto"
"Results for January 11th 2020","INTZ","Russian Street Party"
"Results for January 11th 2020","Gen.G","Divine"
"Results for January 11th 2020","Chaos","New England Whalers"
"Results for January 11th 2020","Triumph","Saskatoon Warriors"
"Results for January 11th 2020","paiN","F4K3"
"Results for January 11th 2020","Yeah","RUFUS"
"Results for January 11th 2020","W7M","Alma"
"Results for January 11th 2020","TeamOne","UP"
"Results for January 11th 2020","SKADE","AVEZ"
"Results for January 11th 2020","Secret","KOVA"
"Results for January 11th 2020","Gambit Youngsters","Winstrike"
"Results for January 11th 2020","Defusekids","Tenerife Titans"
"Results for January 11th 2020","Impunity","GMCC"
"Results for January 11th 2020","MiTH.Maple","ex-Genuine"
"Results for January 11th 2020","BOOM","Entity"
"Results for January 11th 2020","Bren","GTV.Revolution"
"Results for January 11th 2020","Impunity","A Point"
"Results for January 11th 2020","ex-Genuine","Darkhorse"
"Results for January 11th 2020","MiTH.Maple","BOOM"
"Results for January 11th 2020","Bren","A Point"
"Results for January 11th 2020","GTV.Revolution","GMCC"
"Results for January 11th 2020","Bren","Impunity"
"Results for January 11th 2020","MiTH.Maple","Darkhorse"
"Results for January 11th 2020","ex-Genuine","Entity"
"Results for January 11th 2020","Darkhorse","Entity"
"Results for January 11th 2020","BOOM","ex-Genuine"
"Results for January 11th 2020","GTV.Revolution","A Point"
"Results for January 11th 2020","Bren","GMCC"
"Results for January 11th 2020","BOOM","Darkhorse"
"Results for January 11th 2020","MiTH.Maple","Entity"
"Results for January 11th 2020","GTV.Revolution","Impunity"
"Results for January 11th 2020","GMCC","A Point"
"Results for January 11th 2020","Infamous","Tecsysnet"
"Results for January 11th 2020","Winstrike","NAVI Junior"
"Results for January 11th 2020","Loto","Hadouken"
"Results for January 11th 2020","Infinity","Supremacy"
"Results for January 11th 2020","AVEZ","Unique"
"Results for January 11th 2020","KOVA","Project X"
"Results for January 11th 2020","SKADE","Avengers"
"Results for January 11th 2020","Gambit Youngsters","Copenhagen Flames"
"Results for January 11th 2020","Secret","Juggernauts"
"Results for January 11th 2020","Defusekids","hREDS"
"Results for January 11th 2020","Tenerife Titans","Apeks"
"Results for January 11th 2020","MAD Lions","ENCE"
"Results for January 10th 2020","MAD Lions","Illuminar"
"Results for January 10th 2020","ENCE","AGO"
"Results for January 10th 2020","Cloud9","MIBR"
"Results for January 10th 2020","Supremacy","Infamous"
"Results for January 10th 2020","G2","MAD Lions"
"Results for January 10th 2020","MIBR","Complexity"
"Results for January 10th 2020","Infinity","Hadouken"
"Results for January 10th 2020","AGO","Heroic"
"Results for January 10th 2020","FaZe","ENCE"
"Results for January 9th 2020","Illuminar","ARCY"
"Results for January 9th 2020","G2","AGO"
"Results for January 9th 2020","ENCE","Illuminar"
"Results for January 9th 2020","FaZe","ARCY"
"Results for January 9th 2020","MAD Lions","Heroic"
"Results for January 9th 2020","ViCi","TYLOO"
"Results for January 9th 2020","TYLOO","Bren"
"Results for January 9th 2020","MIBR","INTZ"
"Results for January 9th 2020","Cloud9","Complexity"
"Results for January 9th 2020","INTZ","Gen.G"
"Results for January 9th 2020","MIBR","Chaos"
"Results for January 8th 2020","MAD Lions","North"
"Results for January 8th 2020","AGO","Hard Legion"
"Results for January 8th 2020","North","Gambit Youngsters"
"Results for January 8th 2020","MAD Lions","Apeks"
"Results for January 8th 2020","AGO","OG"
"Results for January 8th 2020","Hard Legion","water gamers"
"Results for January 8th 2020","GODSENT","HAVU"
"Results for January 8th 2020","TYLOO","R-Stars"
"Results for January 8th 2020","ViCi","Bren"
"Results for January 8th 2020","R-Stars","AUGUST"
"Results for January 8th 2020","TYLOO","OneThree"
"Results for January 8th 2020","MIBR","Riot Squad"
"Results for January 8th 2020","Complexity","Chaos"
"Results for January 8th 2020","Cloud9","INTZ"
"Results for January 8th 2020","Gen.G","FURIA"
"Results for January 8th 2020","INTZ","MIBR"
"Results for January 8th 2020","Chaos","FURIA"
"Results for January 8th 2020","Complexity","Gen.G"
"Results for January 8th 2020","Hard Legion","MELBET"
"Results for January 8th 2020","North","Nemiga"
"Results for January 8th 2020","Cloud9","Riot Squad"
"Results for January 8th 2020","Gambit Youngsters","sAw"
"Results for January 8th 2020","Apeks","GamerLegion"
"Results for January 8th 2020","MAD Lions","Winstrike"
"Results for January 8th 2020","AGO","Sinners"
"Results for January 8th 2020","OG","SKADE"
"Results for January 8th 2020","water gamers","Secret"
"Results for January 7th 2020","HAVU","ARCY"
"Results for January 7th 2020","Bren","TYLOO"
"Results for January 7th 2020","ViCi","AUGUST"
"Results for January 7th 2020","OneThree","Alpha Red"
"Results for January 7th 2020","R-Stars","Mazaalai"
"Results for January 7th 2020","TYLOO","Mazaalai"
"Results for January 7th 2020","AUGUST","OneThree"
"Results for January 7th 2020","Bren","R-Stars"
"Results for January 7th 2020","ViCi","Alpha Red"
"Results for January 6th 2020","Just For Fun","Rugratz"
"Results for January 6th 2020","Rugratz","Singularity"
"Results for January 6th 2020","Just For Fun","eUnited"
"Results for January 5th 2020","Heroic","Phoenix"
"Results for January 5th 2020","Phoenix","Gambit Youngsters"
"Results for January 5th 2020","eUnited","Rap Gang"
"Results for January 5th 2020","Singularity","LiViD"
"Results for January 5th 2020","Just For Fun","Divine"
"Results for January 5th 2020","Rap Gang","Bushido Boyz"
"Results for January 5th 2020","Rugratz","Monstars"
"Results for January 5th 2020","LiViD","Recon 5"
"Results for January 5th 2020","Just For Fun","New England Whalers"
"Results for January 5th 2020","Monstars","ex-iNTACT"
"Results for January 5th 2020","Singularity","Infinity"
"Results for January 5th 2020","Divine","Oceanus"
"Results for January 5th 2020","eUnited","RBG"
"Results for January 5th 2020","Rugratz","Big Frames"
"Results for January 4th 2020","Heroic","SKADE"
"Results for January 4th 2020","Phoenix","Brute"
"Results for January 4th 2020","SKADE","FATE"
"Results for January 4th 2020","Brute","Ambush"
"Results for January 3rd 2020","Brute","Rocketlauncher$"
"Results for January 3rd 2020","SKADE","Ambush"
"Results for January 2nd 2020","SKADE","Brute"
"Results for January 2nd 2020","Ambush","Rocketlauncher$"
"Results for December 31st 2019","SKADE","Akatsuki"
"Results for December 30th 2019","Phoenix","SKADE"
"Results for December 29th 2019","Bogatiri","S Nastupaushim"
"Results for December 29th 2019","Nemiga","Juggernauts"
"Results for December 29th 2019","Bogatiri","GNS"
"Results for December 29th 2019","S Nastupaushim","SG.pro"
"Results for December 29th 2019","SKADE","Unique"
"Results for December 29th 2019","Nemiga","MiTH.Maple"
"Results for December 29th 2019","MiTH.Maple","Invictus"
"Results for December 29th 2019","Lynn Vision","In Young Ren"
"Results for December 29th 2019","Aster","OneThree"
"Results for December 29th 2019","FATE","Rocketlauncher$"
"Results for December 28th 2019","SKADE","PACT"
"Results for December 28th 2019","Juggernauts","Nemiga"
"Results for December 28th 2019","SKADE","Ambush"
"Results for December 28th 2019","PACT","SG.pro"
"Results for December 28th 2019","Juggernauts","MiTH.Maple"
"Results for December 28th 2019","PACT","Project X"
"Results for December 28th 2019","Nemiga","Invictus"
"Results for December 28th 2019","SKADE","DreamEaters"
"Results for December 28th 2019","Aster","Lynn Vision"
"Results for December 28th 2019","OneThree","In Young Ren"
"Results for December 28th 2019","In Young Ren","Absolute"
"Results for December 28th 2019","Aster","D7G"
"Results for December 28th 2019","SKADE","SJ"
"Results for December 27th 2019","Akatsuki","Unique"
"Results for December 27th 2019","SKADE","SG.pro"
"Results for December 27th 2019","Phoenix","Ambush"
"Results for December 27th 2019","SG.pro","PACT"
"Results for December 27th 2019","Rocketlauncher$","EXTREMUM"
"Results for December 27th 2019","MiTH.Maple","PACT"
"Results for December 27th 2019","SKADE","Project X"
"Results for December 27th 2019","maslomaslo","Cerberus"
"Results for December 26th 2019","PACT","Ambush"
"Results for December 26th 2019","Phoenix","SKADE"
"Results for December 26th 2019","PACT","Unique"
"Results for December 26th 2019","Ambush","SJ"
"Results for December 26th 2019","PACT","DreamEaters"
"Results for December 26th 2019","SKADE","Ambush"
"Results for December 26th 2019","Invictus","NAVI Junior"
"Results for December 25th 2019","Rocketlauncher$","Brute"
"Results for December 25th 2019","FATE","EXTREMUM"
"Results for December 25th 2019","NAVI Junior","DreamEaters"
"Results for December 25th 2019","Juggernauts","Invictus"
"Results for December 24th 2019","Project X","EXTREMUM"
"Results for December 24th 2019","FATE","Brute"
"Results for December 24th 2019","EXTREMUM","Rocketlauncher$"
"Results for December 24th 2019","EXTREMUM","Espada"
"Results for December 24th 2019","Juggernauts","DreamEaters"
"Results for December 24th 2019","SG.pro","Project X"
"Results for December 23rd 2019","SKADE","DreamEaters"
"Results for December 23rd 2019","Ambush","PACT"
"Results for December 23rd 2019","Invictus","NAVI Junior"
"Results for December 23rd 2019","Project X","Espada"
"Results for December 23rd 2019","Nemiga","MiTH.Maple"
"Results for December 23rd 2019","Alma","Falkol"
"Results for December 22nd 2019","SG.pro","EXTREMUM"
"Results for December 22nd 2019","Alma","FURIA Academy"
"Results for December 22nd 2019","Movistar Riders","BIG"
"Results for December 22nd 2019","Vitality","mousesports"
"Results for December 22nd 2019","G2","Spirit"
"Results for December 22nd 2019","AGO","Winstrike"
"Results for December 22nd 2019","Nemiga","Unique"
"Results for December 22nd 2019","Titanz","iSellPower"
"Results for December 22nd 2019","mousesports","Evil Geniuses"
"Results for December 22nd 2019","Zorka","eNgine"
"Results for December 22nd 2019","MiTH.Maple","PACT"
"Results for December 22nd 2019","AGO","HAVU"
"Results for December 22nd 2019","Vitality","Heroic"
"Results for December 22nd 2019","Isurus","9z"
"Results for December 22nd 2019","Rejected","NOORG"
"Results for December 22nd 2019","Falkol","FURIA Academy"
"Results for December 22nd 2019","Alma","Santos"
"Results for December 22nd 2019","9z","Rejected"
"Results for December 22nd 2019","FATE","SKADE"
"Results for December 21st 2019","Spirit","FURIA"
"Results for December 21st 2019","Isurus","NOORG"
"Results for December 21st 2019","Falkol","Alma"
"Results for December 21st 2019","Rejected","ex-Intic"
"Results for December 21st 2019","FURIA Academy","Santos"
"Results for December 21st 2019","G2","ENCE"
"Results for December 21st 2019","NOORG","Evolve"
"Results for December 21st 2019","Unicorns of Love","ALTERNATE aTTaX"
"Results for December 21st 2019","Movistar Riders","KPI"
"Results for December 21st 2019","FATE","RADNICKI"
"Results for December 21st 2019","Evil Geniuses","Natus Vincere"
"Results for December 21st 2019","AGO","Nordavind"
"Results for December 21st 2019","Unicorns of Love","ad hoc"
"Results for December 21st 2019","Winstrike","HAVU"
"Results for December 21st 2019","BIG","KPI"
"Results for December 21st 2019","Heroic","forZe"
"Results for December 21st 2019","SKADE","Nexus"
"Results for December 21st 2019","ad hoc","BIG Academy"
"Results for December 21st 2019","paiN","RED Canids"
"Results for December 21st 2019","AGO","SKADE"
"Results for December 20th 2019","Spirit","Hard Legion"
"Results for December 20th 2019","ENCE","Movistar Riders"
"Results for December 20th 2019","Phoenix","LDLC"
"Results for December 20th 2019","Spirit","BIG"
"Results for December 20th 2019","Phoenix","Heretics"
"Results for December 20th 2019","ENCE","TYLOO"
"Results for December 20th 2019","Movistar Riders","Owned"
"Results for December 19th 2019","Phoenix","Fierce"
"Results for December 19th 2019","forZe","Evil Geniuses"
"Results for December 19th 2019","ARCY","Nemiga"
"Results for December 19th 2019","G2","Hard Legion"
"Results for December 19th 2019","Nordavind","Wisla Krakow"
"Results for December 19th 2019","HAVU","Espada"
"Results for December 19th 2019","Natus Vincere","Heroic"
"Results for December 19th 2019","FURIA","Movistar Riders"
"Results for December 19th 2019","G2","BIG"
"Results for December 19th 2019","Hard Legion","ex-Virtus.pro"
"Results for December 19th 2019","forZe","Virtus.pro"
"Results for December 19th 2019","Movistar Riders","ENCE"
"Results for December 19th 2019","Hard Legion","Spirit"
"Results for December 19th 2019","Heroic","EHOME"
"Results for December 19th 2019","FURIA","TYLOO"
"Results for December 19th 2019","Redemption POA","Imperial"
"Results for December 19th 2019","DELIRAWOWZIK","Agressive"
"Results for December 18th 2019","Nexus","Budapest Five"
"Results for December 18th 2019","HAVU","SKADE"
"Results for December 18th 2019","mousesports","Evil Geniuses"
"Results for December 18th 2019","FATE","Juggernauts"
"Results for December 18th 2019","mousesports","Virtus.pro"
"Results for December 18th 2019","Evil Geniuses","forZe"
"Results for December 17th 2019","Owned","Cream"
"Results for December 17th 2019","LDLC","Heretics"
"Results for December 17th 2019","Vitality","Natus Vincere"
"Results for December 17th 2019","Fierce","Vexed"
"Results for December 17th 2019","Natus Vincere","Heroic"
